Date,Close,High,Low,Open,Volume,short_sma,long_sma,signal,position_change,market_return,strategy_return,market_equity,strategy_equity
2020-01-02,72.40052032470703,72.46078378305016,71.15668166173941,71.40978524422886,135480400,,,0,0.0,,,1.0,1.0
2020-01-03,71.69662475585938,72.45594269937853,71.47244650368873,71.62912999102163,146322800,,,0,0.0,-0.009722244614966513,-0.0,0.9902777553850335,1.0
2020-01-06,72.2679214477539,72.306490935931,70.56849521434884,70.8191932093111,118387200,,,0,0.0,0.007968250860342474,0.0,0.9981685369613583,1.0
2020-01-07,71.92806243896484,72.53310260522755,71.70870255084994,72.27758611058375,108872000,,,0,0.0,-0.00470276440750772,-0.0,0.9934743854930423,1.0
2020-01-08,73.0851058959961,73.38642316119072,71.63155170295238,71.63155170295238,132079200,,,0,0.0,0.016086120184497732,0.0,1.0094555338583036,1.0
2020-01-09,74.63749694824219,74.83033706552648,73.81068409472688,74.06137477592067,170108400,,,0,0.0,0.021240867523065976,0.0,1.0308972451234135,1.0
2020-01-10,74.80622100830078,75.37029336253585,74.30483235122053,74.87131024106992,140644800,,,0,0.0,0.0022605803645263656,0.0,1.033227671193584,1.0
2020-01-13,76.40442657470703,76.43094632364196,75.0039042885127,75.1220256778742,121532000,,,0,0.0,0.021364607713961536,0.0,1.0553021750678448,1.0
2020-01-14,75.37271881103516,76.55147571173875,75.24978634537415,76.3417600315841,161954400,,,0,0.0,-0.013503245949540443,-0.0,1.0410521702468187,1.0
2020-01-15,75.0496826171875,76.05246721987251,74.61819429330173,75.17262239843001,121923600,,,0,0.0,-0.00428585035730944,-0.0,1.0365903764309887,1.0
2020-01-16,75.98979949951172,76.10068954693726,75.23048148138665,75.5920621906251,108829200,,,0,0.0,0.012526593711522427,0.0,1.0495753229218139,1.0
2020-01-17,76.83109283447266,76.83349837052724,75.93195936574989,76.23809509330889,137816400,,,0,0.0,0.011071135079996353,0.0,1.0611953130985121,1.0
2020-01-21,76.31041717529297,76.90099467937888,76.17301471865545,76.459869381581,110843200,,,0,0.0,-0.006776887324789871,-0.0,1.0540037120320485,1.0
2020-01-22,76.58280944824219,77.13481745633268,76.48879491769239,76.79493065234263,101832400,,,0,0.0,0.0035695293386157623,0.0,1.0577660092051568,1.0
2020-01-23,76.95160675048828,77.03115126719418,76.0886300322076,76.63582686293465,104472000,,,0,0.0,0.004815666921900386,0.0,1.0628598579867967,1.0
2020-01-24,76.72982788085938,77.93991520434014,76.53939333547534,77.19747280109205,146537600,,,0,0.0,-0.002882056385749232,-0.0,1.0597966359459294,1.0
2020-01-27,74.47357940673828,75.15334557711078,73.49248860994267,74.74114561147599,161940000,,,0,0.0,-0.02940510276687236,-0.0,1.0286332069539537,1.0
2020-01-28,76.58039093017578,76.7515370876536,75.25459488094803,75.35342783283777,162234000,,,0,0.0,0.02828938182131857,0.0,1.0577326044995614,1.0
2020-01-29,78.18338012695312,79.02948122719883,77.46986301615,78.2098998673926,216229200,,,0,0.0,0.020932110391534975,0.0,1.079873180141672,1.0
2020-01-30,78.07009887695312,78.12313101118072,76.8359045055242,77.26739289963146,126743200,,,0,0.0,-0.0014489172739277079,-0.0,1.0783085332373137,1.0
2020-01-31,74.60858917236328,77.78326467024122,74.31450314285442,77.36142037786921,199588400,,,0,0.0,-0.04433848239446392,-0.0,1.030497969320571,1.0
2020-02-03,74.4036636352539,75.5679502030693,72.85127664058147,73.35266528651083,173788400,,,0,0.0,-0.0027466748719232603,-0.0,1.0276675264426702,1.0
2020-02-04,76.8600082397461,77.05044280806926,75.60170706629567,76.00667569866678,136616400,,,0,0.0,0.033013758791957226,0.0,1.0615946942789758,1.0
2020-02-05,77.48674774169922,78.28463523931488,76.88411323556181,77.98572352193352,118826800,,,0,0.0,0.008154299177254298,0.0,1.0702512550211123,1.0
2020-02-06,78.39310455322266,78.39551744527337,77.19989265225486,77.75672634398214,105425600,,,0,0.0,0.011696926738295366,0.0,1.082769905542663,1.0
2020-02-07,77.32754516601562,78.141823360646,76.83704482888538,77.89294895065062,117684000,,,0,0.0,-0.013592514204914585,-0.0,1.0680523402209203,1.0
2020-02-10,77.69483184814453,77.69483184814453,75.83431620420976,75.91404953407333,109348800,,,0,0.0,0.004749752256332007,0.0,1.0731253242337653,1.0
2020-02-11,77.22605895996094,78.26263625107545,77.0085971005104,78.19015142253798,94323200,,,0,0.0,-0.006033514418305352,-0.0,1.0666506071173523,1.0
2020-02-12,79.06000518798828,79.06483505188083,77.67548599053883,77.67548599053883,113730400,,,0,0.0,0.023747764067284294,0.0,1.0919811740774008,1.0
2020-02-13,78.49703216552734,78.82322871837643,78.12976332478873,78.33272826628952,94747600,,,0,0.0,-0.007120832096106033,-0.0,1.084205359484687,1.0
2020-02-14,78.51631927490234,78.76519359393609,78.00890353860804,78.46557253958812,80113600,,,0,0.0,0.0002457049501480846,0.0,1.0844717541084894,1.0
2020-02-18,77.07868194580078,77.25990141746018,76.01794043224491,76.19915990390432,152531200,,,0,0.0,-0.018310044871921338,-0.0,1.0646150276284316,1.0
2020-02-19,78.19497680664062,78.4245243735885,77.32029218115534,77.32029218115534,93984000,,,0,0.0,0.014482536969492976,0.0,1.080033354124338,1.0
2020-02-20,77.39277648925781,78.44385067885128,76.88777921917897,77.95576899229526,100566000,,,0,0.0,-0.010258975066473663,-0.0,1.0689533188734166,1.0
2020-02-21,75.6409912109375,77.4290289157497,75.0248480652508,76.9868493533589,129554000,,,0,0.0,-0.02263499718947881,-0.0,1.0447575635050328,1.0
2020-02-24,72.04801177978516,73.49776723386336,69.88546431842104,71.8257200728422,222195200,,,0,0.0,-0.04750042766008611,-0.0,0.9951311324374341,1.0
2020-02-25,69.60760498046875,73.09910313567873,69.13643877148064,72.71733735421887,230673600,,,0,0.0,-0.03387195203631033,-0.0,0.9614240984496741,1.0
2020-02-26,70.71180725097656,71.97551316759632,69.22580967000033,69.23305815092856,198054800,,,0,0.0,0.01586324182275267,0.0,0.9766754014176033,1.0
2020-02-27,66.08951568603516,69.10500967174747,65.95420576749399,67.92104419759342,320605600,,,0,0.0,-0.0653680303847356,-0.0,0.9128320541017136,1.0
2020-02-28,66.05085754394531,67.27107285671417,61.94563554811998,62.1606861550344,426510000,,,0,0.0,-0.0005849360778114043,-0.0,0.9122981057002869,1.0
2020-03-02,72.20023345947266,72.83571074634416,67.10434419306169,68.20615768991611,341397200,,,0,0.0,0.09310062191752788,0.0,0.9972336267151662,1.0
2020-03-03,69.90721130371094,73.45427795635602,69.05668336601278,73.37454464911569,319475600,,,0,0.0,-0.03175920694285339,-0.0,0.9655622775939471,1.0
2020-03-04,73.14981079101562,73.30928474411743,70.82778980651666,71.62757081642688,219178400,,,0,0.0,0.046384334703572394,0.0,1.0103492414550084,1.0
2020-03-05,70.77708435058594,72.37905838233362,70.41222676608287,71.40530599103305,187572800,,,0,0.0,-0.03243653558050086,-0.0,0.977577012335821,1.0
2020-03-06,69.8371353149414,70.26964775134793,67.95245619771107,68.13850549074616,226176800,,,0,0.0,-0.013280414759508918,-0.0,0.9645943841526397,1.0
2020-03-09,64.31356811523438,67.19374467213605,63.54761077884886,63.72883020122201,286744800,,,0,0.0,-0.07909212161692558,-0.0,0.8883025678102356,1.0
2020-03-10,68.94552612304688,69.21131605967966,65.0867606135554,66.96419837707879,285290000,,,0,0.0,0.07202147452794327,0.0,0.9522794285708871,1.0
2020-03-11,66.55101776123047,67.95003374263217,65.68841155580724,67.0246098194062,255598800,,,0,0.0,-0.03473043860080105,-0.0,0.9192063463461,1.0
2020-03-12,59.97880172729492,65.23899909398826,59.92322879744106,61.8417392125565,418474000,,,0,0.0,-0.09875455334905814,-0.0,0.8284305341770712,1.0
2020-03-13,67.16476440429688,67.6359379478289,61.119282212065336,64.00430027982446,370732000,73.80132133483886,,0,0.0,0.11980837345958162,0.0,0.9276834490010785,1.0
2020-03-16,58.524208068847656,62.60043194062402,57.99021323308223,58.46138297821733,322423600,73.52379508972167,,0,0.0,-0.12864716212562843,-0.0,0.8083396059361746,1.0
2020-03-17,61.09751892089844,62.245238140623194,57.60360714495798,59.80481901443847,324056000,73.31181297302246,,0,0.0,0.04397002431922781,0.0,0.8438823180673832,1.0
2020-03-18,59.601863861083984,60.406478598445545,57.29433564123959,57.93464652653443,300233600,73.05849182128907,,0,0.0,-0.024479800264080143,-0.0,0.8232242474747047,1.0
2020-03-19,59.14518737792969,61.09269153777121,58.62085961850456,59.77583112302971,271857200,72.80283432006836,,0,0.0,-0.007662117483753339,-0.0,0.816916606575079,1.0
2020-03-20,55.390316009521484,60.84864355194953,55.090698602114166,59.72508103936076,401693200,72.44893852233886,,0,0.0,-0.06348566189189808,-0.0,0.7650541150961768,1.0
