"ticker","start","end","buy_signals","sell_signals","final_active_signal","active_days_pct","buy_hold_return_pct","active_sleeve_return_pct","portfolio_return_pct","buy_hold_max_drawdown_pct","active_sleeve_max_drawdown_pct","portfolio_max_drawdown_pct","results_output","chart_output"
"AAPL","2020-03-27","2026-05-12","47","46","1","28.135152696556204","307.5545633900407","115.09902557840448","211.32679448422257","-33.36051402453708","-12.820100047058446","-22.437995444355707","../data/aapl_ma20_ma60_macd_results.csv","../charts/aapl_ma20_ma60_macd_signals.png"
"NVDA","2020-03-27","2026-05-12","47","46","1","32.61858349577648","3597.6906265328716","391.98009757383295","1994.8353620533524","-66.33509283906818","-35.2470453227258","-55.225750080837564","../data/nvda_ma20_ma60_macd_results.csv","../charts/nvda_ma20_ma60_macd_signals.png"
