Date,Open,High,Low,Close,Volume,short_sma,long_sma,rsi,entry_price,stop_price,exit_reason,signal,position_change,market_return,strategy_return,market_equity,strategy_equity
2020-01-02,71.4097927692221,72.46079141879511,71.15668916006118,72.40052795410156,135480400,,,,,,,0,0.0,,,1.0,1.0
2020-01-03,71.6291376132339,72.45595040957373,71.47245410922795,71.6966323852539,146322800,,,,,,,0,0.0,-0.00972224359045959,-0.0,0.9902777564095404,1.0
2020-01-06,70.81921563866376,72.30651383633005,70.56851756430221,72.2679443359375,118387200,,,,,,,0,0.0,0.007968462836771995,0.0,0.9981687479095718,1.0
2020-01-07,72.27757077764687,72.53308721808551,71.70868733859578,71.92804718017578,108872000,,,,,,,0,0.0,-0.004703290772762325,-0.0,0.9934740700478689,1.0
2020-01-08,71.63154422529517,73.38641550034151,71.63154422529517,73.08509826660156,132079200,,,,,,,0,0.0,0.0160862296668145,0.0,1.009455322106684,1.0
2020-01-09,74.06138234642438,74.83034471463299,73.81069163960515,74.63750457763672,170108400,,,,,,,0,0.0,0.021241078521537338,0.0,1.0308972418675357,1.0
2020-01-10,74.87131787710281,75.37030104945943,74.30483992947904,74.80622863769531,140644800,,,,,,,0,0.0,0.0022605801334514286,0.0,1.0332276676921313,1.0
2020-01-13,75.12201817653433,76.4309386915993,75.00389679896787,76.4044189453125,121532000,,,,,,,0,0.0,0.021364401557490753,0.0,1.0553019584850156,1.0
2020-01-14,76.34175230410106,76.5514679630278,75.24977872842311,75.37271118164062,161954400,,,,,,,0,0.0,-0.013503247297912635,-0.0,1.041051955165621,1.0
2020-01-15,75.17263004032235,76.05247495120804,74.61820187883205,75.04969024658203,121923600,,,,,,,0,0.0,-0.0042856483466562345,-0.0,1.0365903725751822,1.0
2020-01-16,75.59205460116348,76.10068190640935,75.23047392822782,75.98979187011719,108829200,,,,,,,0,0.0,0.012526389122278436,0.0,1.0495751069424666,1.0
