Date,Open,High,Low,Close,Volume,ma_short,ma_long,macd,macd_signal,macd_histogram,signal,position_change,active_position,total_exposure,market_return,active_return,market_equity,active_equity,portfolio_equity,portfolio_return,buy_hold_weight,active_weight
2024-01-02,74775.27318231785,76305.20204538316,74775.27318231785,76113.9609375,17142847.0,,,0.0,0.0,0.0,0,0.0,0,0.5,,,1.0,1.0,1.0,,0.5,0.5
2024-01-03,75062.12850040584,75348.99013798701,73627.8203125,73627.8203125,21753644.0,,,-198.32460826210445,-39.664921652420894,-158.65968660968355,0,0.0,0,0.5,-0.03266339833557552,-0.0,0.9673366016644245,1.0,0.9836683008322122,-0.01633169916778776,0.5,0.5
2024-01-04,72767.23322250326,73914.67973849543,72767.23322250326,73245.3359375,15324439.0,,,-381.95860068099864,-108.12365745813645,-273.8349432228622,0,0.0,0,0.5,-0.005194834960163375,-0.0,0.9623114476678525,1.0,0.9811557238339262,-0.002554292942204439,0.5,0.5
2024-01-05,73340.95648049934,73723.43865249674,73054.0948515013,73245.3359375,11304316.0,,,-521.4785821980186,-190.79464240611287,-330.6839397919057,0,0.0,0,0.5,0.0,0.0,0.9623114476678525,1.0,0.9811557238339262,0.0,0.5,0.5
2024-01-08,73627.82148692811,74105.92422385621,73054.09820261438,73149.71875,11088724.0,,,-632.4739150709065,-279.1304969390716,-353.34341813183494,0,0.0,0,0.5,-0.0013054372169388762,-0.0,0.9610552104897805,1.0,0.9805276052448902,-0.0006401823622672609,0.5,0.5
2024-01-09,74010.30967620482,74297.17134161646,71046.07246695114,71428.5546875,26019249.0,,,-849.5292274064122,-393.2102430325397,-456.3189843738725,0,0.0,0,0.5,-0.02352933260594392,-0.0,0.938442222789491,1.0,0.9692211113947455,-0.011531030630515415,0.5,0.5
2024-01-10,71715.41429602582,71906.65540081522,69994.24435292119,70376.7265625,20259529.0,,,-1093.8120806333027,-533.3306105526924,-560.4814700806103,0,0.0,0,0.5,-0.014725597201311835,-0.0,0.9246231006199892,1.0,0.9623115503099946,-0.007128983266581734,0.5,0.5
2024-01-11,69707.38831967213,70376.73224043717,69516.14719945355,69994.25,57691266.0,,,-1303.2476363736496,-687.3140157168839,-615.9336206567657,0,0.0,0,0.5,-0.005434702367981381,-0.0,0.9195980492655594,1.0,0.9597990246327797,-0.002610927486431547,0.5,0.5
2024-01-12,69803.00444596443,70854.83054035567,69611.7633378933,69898.625,13038939.0,,,-1460.1117027072614,-841.8735531149595,-618.238149592302,0,0.0,0,0.5,-0.0013661836507998792,-0.0,0.9183417094453453,1.0,0.9591708547226727,-0.0006544806714585683,0.5,0.5
2024-01-15,69994.23435385656,70759.19866373477,69994.23435385656,70663.578125,2957915.0,,,-1505.3495486642933,-974.5687522248263,-530.7807964394669,0,0.0,0,0.5,0.010943750681790876,0.0,0.9283918121542049,1.0,0.9641959060771024,0.005238953341511365,0.5,0.5
2024-01-16,70281.10052944215,70472.34161931818,69324.89508006198,69420.515625,14760415.0,,,-1622.7990057683637,-1104.214802933534,-518.5842028348297,0,0.0,0,0.5,-0.017591275915876947,-0.0,0.9120602156285592,1.0,0.9560301078142797,-0.008469023993314617,0.5,0.5
2024-01-17,69898.62539612676,70089.8665052817,67890.59375,67890.59375,22683660.0,,,-1818.3694250861445,-1247.0457273640561,-571.3236977220884,0,0.0,0,0.5,-0.022038468905423048,-0.0,0.8919598049265558,1.0,0.9459799024632779,-0.010512436029843197,0.5,0.5
2024-01-18,68464.3169456067,68846.79916317991,67603.73195606694,68559.9375,17853397.0,,,-1897.4770108754456,-1377.131984066334,-520.3450268091115,0,0.0,0,0.5,0.009859152984650343,0.0,0.9007537730994856,1.0,0.9503768865497428,0.004648073468596303,0.5,0.5
2024-01-19,70281.1080258534,71428.5546875,69803.00525016733,71428.5546875,23363427.0,,,-1708.9966598741885,-1443.504919227905,-265.49174064628346,0,0.0,0,0.5,0.04184101228942927,0.0,0.938442222789491,1.0,0.9692211113947455,0.019828159871832396,0.5,0.5
2024-01-22,72576.00352654794,72671.62408455393,71715.41850449401,71811.0390625,19673375.0,,,-1511.3395497179445,-1457.0718453259128,-54.267704392031646,0,0.0,0,0.5,0.005354782505027078,0.0,0.9434673767860629,1.0,0.9717336883930314,0.002592367178909427,0.5,0.5
2024-01-23,72384.75901761968,72480.37957114361,71046.07126828458,71906.65625,14786224.0,,,-1331.6291658380505,-1431.9833094283406,100.35414359029005,0,0.0,0,0.5,0.0013315109870055686,0.0,0.9447236139641348,1.0,0.9723618069820674,0.000646389640020395,0.5,0.5
2024-01-24,71906.65760135135,71906.65760135135,70281.10816089527,70759.2109375,12860661.0,,,-1267.1892698827141,-1399.0245015192154,131.83523163650125,0,0.0,0,0.5,-0.01595742831526814,-0.0,0.9296482546165611,1.0,0.9648241273082805,-0.007751928983288359,0.5,0.5
2024-01-25,70950.44085273279,71524.16409412956,70472.33815156882,70854.8203125,11737747.0,,,-1194.634309862071,-1358.1464631877866,163.51215332571564,0,0.0,0,0.5,0.0013511933461842762,0.0,0.9309043891524909,1.0,0.9654521945762454,0.0006509655492521471,0.5,0.5
2024-01-26,70472.33818332765,71237.30250553474,70089.8560222241,70185.4765625,11160062.0,,,-1177.5701325255359,-1322.0311970553366,144.46106452980075,0,0.0,0,0.5,-0.009446693210820478,-0.0,0.9221104209795611,1.0,0.9610552104897805,-0.004554326056915636,0.5,0.5
2024-01-29,70567.96421370968,71906.65188172043,70281.10257056452,71141.6875,13976521.0,71285.119921875,,-1074.5022249823814,-1272.5254026407458,198.02317765836438,0,0.0,0,0.5,0.01362405706041625,0.0,0.9346733059709911,1.0,0.9673366529854955,0.006535985058042426,0.5,0.5
2024-01-30,71715.41417816286,72002.2758348755,70472.3469990747,71046.0703125,12244418.0,71031.725390625,,-989.1335576766724,-1215.847033647931,226.71347597125873,0,0.0,0,0.5,-0.0013440387887903027,-0.0,0.9334170687929192,1.0,0.9667085343964597,-0.0006493278085735188,0.5,0.5
2024-01-31,70185.48448246217,70759.20778885833,69324.89952286796,69516.140625,15703560.0,70826.14140625,,-1033.0227699565294,-1179.2821809096508,146.25941095312146,0,0.0,0,0.5,-0.021534332310999327,-0.0,0.9133165554487735,1.0,0.9566582777243868,-0.010396366965299886,0.5,0.5
2024-02-01,69803.00324813179,70950.44987686821,69707.38269573709,70376.7265625,19881033.0,70682.7109375,,-986.9858356178738,-1140.8229118512954,153.8370762334216,0,0.0,0,0.5,0.012379656433207042,0.0,0.9246231006199894,1.0,0.9623115503099947,0.005909395985215671,0.5,0.5
2024-02-02,70759.20960771276,71906.65625,70472.34794714095,71906.65625,14955881.0,70615.776953125,,-817.6236375107401,-1076.1830569831845,258.55941947244446,0,0.0,0,0.5,0.021739142501055353,0.0,0.9447236139641351,1.0,0.9723618069820675,0.010443869938831396,0.5,0.5
2024-02-05,70950.44976026245,71524.17307368775,70281.10589459959,71046.0703125,19026021.0,70510.59453125,,-744.265538423846,-1009.7995532713169,265.53401484747087,0,0.0,0,0.5,-0.011968098398401072,-0.0,0.9334170687929192,1.0,0.9667085343964597,-0.005813959932418622,0.5,0.5
2024-02-06,71046.06695228495,71428.54914314517,70089.86147513441,71141.6875,14559254.0,70496.251171875,,-670.6820038010919,-941.9760433772719,271.29403957618,0,0.0,0,0.5,0.0013458476602494773,0.0,0.9346733059709911,1.0,0.9673366529854955,0.0006497497091282334,0.5,0.5
2024-02-07,71332.939625,72193.5246875,71046.0779375,71715.421875,16566445.0,70563.1859375,,-559.6200022726844,-865.5048351563545,305.88483288367013,0,0.0,0,0.5,0.008064671996991901,0.0,0.9422111396079912,1.0,0.9711055698039956,0.0038961790674094665,0.5,0.5
2024-02-08,71715.40517459514,71906.64625506074,70376.71761133603,70854.8203125,20810708.0,70606.214453125,,-534.8801541832217,-799.3798989617279,264.49974477850617,0,0.0,0,0.5,-0.012000230076036233,-0.0,0.930904389152491,1.0,0.9654521945762455,-0.005821586657042022,0.5,0.5
2024-02-13,71524.17403590426,71906.65625,71141.6918218085,71906.65625,21966745.0,70706.616015625,,-425.4944416722865,-724.6028075038397,299.1083658315532,0,0.0,0,0.5,0.014844945380722896,0.0,0.944723613964135,1.0,0.9723618069820674,0.007156866434857134,0.5,0.5
2024-02-14,70472.34927153715,71046.07260346283,70472.34927153715,70759.2109375,12434945.0,70711.39765625,,-426.4785443583387,-664.9779548747396,238.49941051640087,0,0.0,0,0.5,-0.01595742831526814,-0.0,0.9296482546165612,1.0,0.9648241273082806,-0.007751928983288248,0.5,0.5
2024-02-15,70950.4556010929,71141.69672131148,69803.00887978142,69994.25,14120600.0,70740.084375,,-483.4119355584262,-628.6647510114769,145.25281545305074,0,0.0,0,0.5,-0.010810761275668712,-0.0,0.9195980492655594,1.0,0.9597990246327797,-0.005208309507682252,0.5,0.5
2024-02-16,70089.86841088599,70185.48896806319,69324.90395346841,69611.765625,13444781.0,70826.14296875,,-553.0204749823315,-613.5358958056479,60.51542082331639,0,0.0,0,0.5,-0.005464511370576908,-0.0,0.9145728952689874,1.0,0.9572864476344938,-0.0026178157445484462,0.5,0.5
2024-02-19,69611.76321138212,70663.58930386178,69611.76321138212,70567.96875,12726404.0,70926.54453125,,-524.9765403431229,-595.824024713143,70.84748437002008,0,0.0,0,0.5,0.013736228587435617,0.0,0.9271356776182751,1.0,0.9635678388091375,0.0065616631157428,0.5,0.5
2024-02-20,70472.34940953273,70472.34940953273,69611.76440995907,70089.8671875,14681477.0,70859.61015625,,-535.1613140264672,-583.6914825758079,48.530168549340715,0,0.0,0,0.5,-0.006775050649307501,-0.0,0.9208542864436312,1.0,0.9604271432218157,-0.0032594441831966803,0.5,0.5
2024-02-21,70185.49004708904,70472.35172303082,69707.38725385275,69803.0078125,11503495.0,70759.20859375,,-559.9255020800483,-578.938286476656,19.012784396607685,0,0.0,0,0.5,-0.004092736746562964,-0.0,0.9170854722672733,1.0,0.9585427361336367,-0.0019620510535109936,0.5,0.5
2024-02-22,70567.96887824897,70663.58943228454,69516.14278385774,69898.625,15208934.0,70658.80703125,,-565.3191444060358,-576.214458062532,10.895313656496228,0,0.0,0,0.5,0.0013698147185410292,0.0,0.9183417094453452,1.0,0.9591708547226726,0.0006552849083907297,0.5,0.5
2024-02-23,70376.71879286694,70950.44204389575,69707.375,69707.375,16225166.0,70606.215234375,,-578.3589593975485,-576.6433583295353,-1.715601068013143,0,0.0,0,0.5,-0.0027361053239601807,-0.0,0.9158290298049171,1.0,0.9579145149024586,-0.0013098185938700269,0.5,0.5
